year,category,winner,entity
1959,ACTRESS,False,Doris Day
1959,ACTRESS,False,Audrey Hepburn
1959,ACTRESS,False,Katharine Hepburn
1959,ACTRESS,True,Simone Signoret
1959,ACTRESS,False,Elizabeth Taylor
1959,ACTRESS IN A SUPPORTING ROLE,False,Hermione Baddeley
1959,ACTRESS IN A SUPPORTING ROLE,False,Susan Kohner
1959,ACTRESS IN A SUPPORTING ROLE,False,Juanita Moore
1959,ACTRESS IN A SUPPORTING ROLE,False,Thelma Ritter
1959,ACTRESS IN A SUPPORTING ROLE,True,Shelley Winters
1960,ACTOR,False,Trevor Howard
1960,ACTOR,True,Burt Lancaster
1960,ACTOR,False,Jack Lemmon
1960,ACTOR,False,Laurence Olivier
1960,ACTOR,False,Spencer Tracy
1960,ACTOR IN A SUPPORTING ROLE,False,Peter Falk
1960,ACTOR IN A SUPPORTING ROLE,False,Jack Kruschen
1960,ACTOR IN A SUPPORTING ROLE,False,Sal Mineo
1960,ACTOR IN A SUPPORTING ROLE,True,Peter Ustinov
1960,ACTOR IN A SUPPORTING ROLE,False,Chill Wills
1960,ACTRESS,False,Greer Garson
1960,ACTRESS,False,Deborah Kerr
1960,ACTRESS,False,Shirley MacLaine
1960,ACTRESS,False,Melina Mercouri
1960,ACTRESS,True,Elizabeth Taylor
1960,ACTRESS IN A SUPPORTING ROLE,False,Glynis Johns
1960,ACTRESS IN A SUPPORTING ROLE,True,Shirley Jones
1960,ACTRESS IN A SUPPORTING ROLE,False,Shirley Knight
1960,ACTRESS IN A SUPPORTING ROLE,False,Janet Leigh
1960,ACTRESS IN A SUPPORTING ROLE,False,Mary Ure
1961,ACTOR,False,Charles Boyer
1961,ACTOR,False,Paul Newman
1961,ACTOR,True,Maximilian Schell
1961,ACTOR,False,Spencer Tracy
1961,ACTOR,False,Stuart Whitman
1961,ACTOR IN A SUPPORTING ROLE,True,George Chakiris
1961,ACTOR IN A SUPPORTING ROLE,False,Montgomery Clift
1961,ACTOR IN A SUPPORTING ROLE,False,Peter Falk
1961,ACTOR IN A SUPPORTING ROLE,False,Jackie Gleason
1961,ACTOR IN A SUPPORTING ROLE,False,George C. Scott
1961,ACTRESS,False,Audrey Hepburn
1961,ACTRESS,False,Piper Laurie
1961,ACTRESS,True,Sophia Loren
1961,ACTRESS,False,Geraldine Page
1961,ACTRESS,False,Natalie Wood
1961,ACTRESS IN A SUPPORTING ROLE,False,Fay Bainter
1961,ACTRESS IN A SUPPORTING ROLE,False,Judy Garland
1961,ACTRESS IN A SUPPORTING ROLE,False,Lotte Lenya
1961,ACTRESS IN A SUPPORTING ROLE,False,Una Merkel
1961,ACTRESS IN A SUPPORTING ROLE,True,Rita Moreno
1962,ACTOR,False,Burt Lancaster
1962,ACTOR,False,Jack Lemmon
1962,ACTOR,False,Marcello Mastroianni
1962,ACTOR,False,Peter O'Toole
1962,ACTOR,True,Gregory Peck
1962,ACTOR IN A SUPPORTING ROLE,True,Ed Begley
1962,ACTOR IN A SUPPORTING ROLE,False,Victor Buono
1962,ACTOR IN A SUPPORTING ROLE,False,Telly Savalas
1962,ACTOR IN A SUPPORTING ROLE,False,Omar Sharif
1962,ACTOR IN A SUPPORTING ROLE,False,Terence Stamp
1962,ACTRESS,True,Anne Bancroft
1962,ACTRESS,False,Bette Davis
1962,ACTRESS,False,Katharine Hepburn
1962,ACTRESS,False,Geraldine Page
1962,ACTRESS,False,Lee Remick
1962,ACTRESS IN A SUPPORTING ROLE,False,Mary Badham
1962,ACTRESS IN A SUPPORTING ROLE,True,Patty Duke
1962,ACTRESS IN A SUPPORTING ROLE,False,Shirley Knight
1962,ACTRESS IN A SUPPORTING ROLE,False,Angela Lansbury
1962,ACTRESS IN A SUPPORTING ROLE,False,Thelma Ritter
1963,ACTOR,False,Albert Finney
1963,ACTOR,False,Richard Harris
1963,ACTOR,False,Rex Harrison
1963,ACTOR,False,Paul Newman
1963,ACTOR,True,Sidney Poitier
1963,ACTOR IN A SUPPORTING ROLE,False,Nick Adams
1963,ACTOR IN A SUPPORTING ROLE,False,Bobby Darin
1963,ACTOR IN A SUPPORTING ROLE,True,Melvyn Douglas
1963,ACTOR IN A SUPPORTING ROLE,False,Hugh Griffith
1963,ACTOR IN A SUPPORTING ROLE,False,John Huston
1963,ACTRESS,False,Leslie Caron
1963,ACTRESS,False,Shirley MacLaine
1963,ACTRESS,True,Patricia Neal
1963,ACTRESS,False,Rachel Roberts
1963,ACTRESS,False,Natalie Wood
1963,ACTRESS IN A SUPPORTING ROLE,False,Diane Cilento
1963,ACTRESS IN A SUPPORTING ROLE,False,Dame Edith Evans
1963,ACTRESS IN A SUPPORTING ROLE,False,Joyce Redman
1963,ACTRESS IN A SUPPORTING ROLE,True,Margaret Rutherford
1963,ACTRESS IN A SUPPORTING ROLE,False,Lilia Skala
1964,ACTOR,False,Richard Burton
1964,ACTOR,True,Rex Harrison
1964,ACTOR,False,Peter O'Toole
1964,ACTOR,False,Anthony Quinn
1964,ACTOR,False,Peter Sellers
1964,ACTOR IN A SUPPORTING ROLE,False,John Gielgud
1964,ACTOR IN A SUPPORTING ROLE,False,Stanley Holloway
1964,ACTOR IN A SUPPORTING ROLE,False,Edmond O'Brien
1964,ACTOR IN A SUPPORTING ROLE,False,Lee Tracy
1964,ACTOR IN A SUPPORTING ROLE,True,Peter Ustinov
1964,ACTRESS,True,Julie Andrews
1964,ACTRESS,False,Anne Bancroft
1964,ACTRESS,False,Sophia Loren
1964,ACTRESS,False,Debbie Reynolds
1964,ACTRESS,False,Kim Stanley
1964,ACTRESS IN A SUPPORTING ROLE,False,Gladys Cooper
1964,ACTRESS IN A SUPPORTING ROLE,False,Dame Edith Evans
1964,ACTRESS IN A SUPPORTING ROLE,False,Grayson Hall
1964,ACTRESS IN A SUPPORTING ROLE,True,Lila Kedrova
1964,ACTRESS IN A SUPPORTING ROLE,False,Agnes Moorehead
1965,ACTOR,False,Richard Burton
1965,ACTOR,True,Lee Marvin
1965,ACTOR,False,Laurence Olivier
1965,ACTOR,False,Rod Steiger
1965,ACTOR,False,Oskar Werner
1965,ACTOR IN A SUPPORTING ROLE,True,Martin Balsam
1965,ACTOR IN A SUPPORTING ROLE,False,Ian Bannen
1965,ACTOR IN A SUPPORTING ROLE,False,Tom Courtenay
1965,ACTOR IN A SUPPORTING ROLE,False,Michael Dunn
1965,ACTOR IN A SUPPORTING ROLE,False,Frank Finlay
1965,ACTRESS,False,Julie Andrews
1965,ACTRESS,True,Julie Christie
1965,ACTRESS,False,Samantha Eggar
1965,ACTRESS,False,Elizabeth Hartman
1965,ACTRESS,False,Simone Signoret
1965,ACTRESS IN A SUPPORTING ROLE,False,Ruth Gordon
1965,ACTRESS IN A SUPPORTING ROLE,False,Joyce Redman
1965,ACTRESS IN A SUPPORTING ROLE,False,Maggie Smith
1965,ACTRESS IN A SUPPORTING ROLE,True,Shelley Winters
1965,ACTRESS IN A SUPPORTING ROLE,False,Peggy Wood
1966,ACTOR,False,Alan Arkin
1966,ACTOR,False,Richard Burton
1966,ACTOR,False,Michael Caine
1966,ACTOR,False,Steve McQueen
1966,ACTOR,True,Paul Scofield
1966,ACTOR IN A SUPPORTING ROLE,False,Mako
1966,ACTOR IN A SUPPORTING ROLE,False,James Mason
1966,ACTOR IN A SUPPORTING ROLE,True,Walter Matthau
1966,ACTOR IN A SUPPORTING ROLE,False,George Segal
1966,ACTOR IN A SUPPORTING ROLE,False,Robert Shaw
1966,ACTRESS,False,Anouk Aimee
1966,ACTRESS,False,Ida Kaminska
1966,ACTRESS,False,Lynn Redgrave
1966,ACTRESS,False,Vanessa Redgrave
1966,ACTRESS,True,Elizabeth Taylor
1966,ACTRESS IN A SUPPORTING ROLE,True,Sandy Dennis
1966,ACTRESS IN A SUPPORTING ROLE,False,Wendy Hiller
1966,ACTRESS IN A SUPPORTING ROLE,False,Jocelyne Lagarde
1966,ACTRESS IN A SUPPORTING ROLE,False,Vivien Merchant
1966,ACTRESS IN A SUPPORTING ROLE,False,Geraldine Page
1967,ACTOR,False,Warren Beatty
1967,ACTOR,False,Dustin Hoffman
1967,ACTOR,False,Paul Newman
1967,ACTOR,True,Rod Steiger
1967,ACTOR,False,Spencer Tracy
1967,ACTOR IN A SUPPORTING ROLE,False,John Cassavetes
1967,ACTOR IN A SUPPORTING ROLE,False,Gene Hackman
1967,ACTOR IN A SUPPORTING ROLE,False,Cecil Kellaway
1967,ACTOR IN A SUPPORTING ROLE,True,George Kennedy
1967,ACTOR IN A SUPPORTING ROLE,False,Michael J. Pollard
1967,ACTRESS,False,Anne Bancroft
1967,ACTRESS,False,Faye Dunaway
1967,ACTRESS,False,Dame Edith Evans
1967,ACTRESS,False,Audrey Hepburn
1967,ACTRESS,True,Katharine Hepburn
1967,ACTRESS IN A SUPPORTING ROLE,False,Carol Channing
1967,ACTRESS IN A SUPPORTING ROLE,False,Mildred Natwick
1967,ACTRESS IN A SUPPORTING ROLE,True,Estelle Parsons
1967,ACTRESS IN A SUPPORTING ROLE,False,Beah Richards
1967,ACTRESS IN A SUPPORTING ROLE,False,Katharine Ross
1968,ACTOR,False,Alan Arkin
1968,ACTOR,False,Alan Bates
1968,ACTOR,False,Ron Moody
1968,ACTOR,False,Peter O'Toole
1968,ACTOR,True,Cliff Robertson
1968,ACTOR IN A SUPPORTING ROLE,True,Jack Albertson
1968,ACTOR IN A SUPPORTING ROLE,False,Seymour Cassel
1968,ACTOR IN A SUPPORTING ROLE,False,Daniel Massey
1968,ACTOR IN A SUPPORTING ROLE,False,Jack Wild
1968,ACTOR IN A SUPPORTING ROLE,False,Gene Wilder
1968,ACTRESS,True,Katharine Hepburn
1968,ACTRESS,False,Patricia Neal
1968,ACTRESS,False,Vanessa Redgrave
1968,ACTRESS,True,Barbra Streisand
1968,ACTRESS,False,Joanne Woodward
1968,ACTRESS IN A SUPPORTING ROLE,False,Lynn Carlin
1968,ACTRESS IN A SUPPORTING ROLE,True,Ruth Gordon
1968,ACTRESS IN A SUPPORTING ROLE,False,Sondra Locke
1968,ACTRESS IN A SUPPORTING ROLE,False,Kay Medford
1968,ACTRESS IN A SUPPORTING ROLE,False,Estelle Parsons
1969,ACTOR,False,Richard Burton
1969,ACTOR,False,Dustin Hoffman
1969,ACTOR,False,Peter O'Toole
1969,ACTOR,False,Jon Voight
1969,ACTOR,True,John Wayne
1969,ACTOR IN A SUPPORTING ROLE,False,Rupert Crosse
1969,ACTOR IN A SUPPORTING ROLE,False,Elliott Gould
1969,ACTOR IN A SUPPORTING ROLE,False,Jack Nicholson
1969,ACTOR IN A SUPPORTING ROLE,False,Anthony Quayle
1969,ACTOR IN A SUPPORTING ROLE,True,Gig Young
1969,ACTRESS,False,Genevieve Bujold
1969,ACTRESS,False,Jane Fonda
1969,ACTRESS,False,Liza Minnelli
1969,ACTRESS,False,Jean Simmons
1969,ACTRESS,True,Maggie Smith
1969,ACTRESS IN A SUPPORTING ROLE,False,Catherine Burns
1969,ACTRESS IN A SUPPORTING ROLE,False,Dyan Cannon
1969,ACTRESS IN A SUPPORTING ROLE,True,Goldie Hawn
1969,ACTRESS IN A SUPPORTING ROLE,False,Sylvia Miles
1969,ACTRESS IN A SUPPORTING ROLE,False,Susannah York
1970,ACTOR,False,Melvyn Douglas
1970,ACTOR,False,James Earl Jones
1970,ACTOR,False,Jack Nicholson
1970,ACTOR,False,Ryan O'Neal
1970,ACTOR,True,George C. Scott
1970,ACTOR IN A SUPPORTING ROLE,False,Richard Castellano
1970,ACTOR IN A SUPPORTING ROLE,False,Chief Dan George
1970,ACTOR IN A SUPPORTING ROLE,False,Gene Hackman
1970,ACTOR IN A SUPPORTING ROLE,False,John Marley
1970,ACTOR IN A SUPPORTING ROLE,True,John Mills
1970,ACTRESS,False,Jane Alexander
1970,ACTRESS,True,Glenda Jackson
1970,ACTRESS,False,Ali MacGraw
1970,ACTRESS,False,Sarah Miles
1970,ACTRESS,False,Carrie Snodgress
1970,ACTRESS IN A SUPPORTING ROLE,False,Karen Black
1970,ACTRESS IN A SUPPORTING ROLE,False,Lee Grant
1970,ACTRESS IN A SUPPORTING ROLE,True,Helen Hayes
1970,ACTRESS IN A SUPPORTING ROLE,False,Sally Kellerman
1970,ACTRESS IN A SUPPORTING ROLE,False,Maureen Stapleton
1971,ACTOR,False,Peter Finch
1971,ACTOR,True,Gene Hackman
1971,ACTOR,False,Walter Matthau
1971,ACTOR,False,George C. Scott
1971,ACTOR,False,Topol
1971,ACTOR IN A SUPPORTING ROLE,False,Jeff Bridges
1971,ACTOR IN A SUPPORTING ROLE,False,Leonard Frey
1971,ACTOR IN A SUPPORTING ROLE,False,Richard Jaeckel
1971,ACTOR IN A SUPPORTING ROLE,True,Ben Johnson
1971,ACTOR IN A SUPPORTING ROLE,False,Roy Scheider
1971,ACTRESS,False,Julie Christie
1971,ACTRESS,True,Jane Fonda
1971,ACTRESS,False,Glenda Jackson
1971,ACTRESS,False,Vanessa Redgrave
1971,ACTRESS,False,Janet Suzman
1971,ACTRESS IN A SUPPORTING ROLE,False,Ann-Margret
1971,ACTRESS IN A SUPPORTING ROLE,False,Ellen Burstyn
1971,ACTRESS IN A SUPPORTING ROLE,False,Barbara Harris
1971,ACTRESS IN A SUPPORTING ROLE,True,Cloris Leachman
1971,ACTRESS IN A SUPPORTING ROLE,False,Margaret Leighton
1972,ACTOR,True,Marlon Brando
1972,ACTOR,False,Michael Caine
1972,ACTOR,False,Laurence Olivier
1972,ACTOR,False,Peter O'Toole
1972,ACTOR,False,Paul Winfield
1972,ACTOR IN A SUPPORTING ROLE,False,Eddie Albert
1972,ACTOR IN A SUPPORTING ROLE,False,James Caan
1972,ACTOR IN A SUPPORTING ROLE,False,Robert Duvall
1972,ACTOR IN A SUPPORTING ROLE,True,Joel Grey
1972,ACTOR IN A SUPPORTING ROLE,False,Al Pacino
1972,ACTRESS,True,Liza Minnelli
1972,ACTRESS,False,Diana Ross
1972,ACTRESS,False,Maggie Smith
1972,ACTRESS,False,Cicely Tyson
1972,ACTRESS,False,Liv Ullmann
1972,ACTRESS IN A SUPPORTING ROLE,False,Jeannie Berlin
1972,ACTRESS IN A SUPPORTING ROLE,True,Eileen Heckart
1972,ACTRESS IN A SUPPORTING ROLE,False,Geraldine Page
1972,ACTRESS IN A SUPPORTING ROLE,False,Susan Tyrrell
1972,ACTRESS IN A SUPPORTING ROLE,False,Shelley Winters
1973,ACTOR,False,Marlon Brando
1973,ACTOR,True,Jack Lemmon
1973,ACTOR,False,Jack Nicholson
1973,ACTOR,False,Al Pacino
1973,ACTOR,False,Robert Redford
1973,ACTOR IN A SUPPORTING ROLE,False,Vincent Gardenia
1973,ACTOR IN A SUPPORTING ROLE,False,Jack Gilford
1973,ACTOR IN A SUPPORTING ROLE,True,John Houseman
1973,ACTOR IN A SUPPORTING ROLE,False,Jason Miller
1973,ACTOR IN A SUPPORTING ROLE,False,Randy Quaid
1973,ACTRESS,False,Ellen Burstyn
1973,ACTRESS,True,Glenda Jackson
1973,ACTRESS,False,Marsha Mason
1973,ACTRESS,False,Barbra Streisand
1973,ACTRESS,False,Joanne Woodward
1973,ACTRESS IN A SUPPORTING ROLE,False,Linda Blair
1973,ACTRESS IN A SUPPORTING ROLE,False,Candy Clark
1973,ACTRESS IN A SUPPORTING ROLE,False,Madeline Kahn
1973,ACTRESS IN A SUPPORTING ROLE,True,Tatum O'Neal
1973,ACTRESS IN A SUPPORTING ROLE,False,Sylvia Sidney
1974,ACTOR,True,Art Carney
1974,ACTOR,False,Albert Finney
1974,ACTOR,False,Dustin Hoffman
1974,ACTOR,False,Jack Nicholson
1974,ACTOR,False,Al Pacino
1974,ACTOR IN A SUPPORTING ROLE,False,Fred Astaire
1974,ACTOR IN A SUPPORTING ROLE,False,Jeff Bridges
1974,ACTOR IN A SUPPORTING ROLE,True,Robert De Niro
1974,ACTOR IN A SUPPORTING ROLE,False,Michael V. Gazzo
1974,ACTOR IN A SUPPORTING ROLE,False,Lee Strasberg
1974,ACTRESS,True,Ellen Burstyn
1974,ACTRESS,False,Diahann Carroll
1974,ACTRESS,False,Faye Dunaway
1974,ACTRESS,False,Valerie Perrine
1974,ACTRESS,False,Gena Rowlands
1974,ACTRESS IN A SUPPORTING ROLE,True,Ingrid Bergman
1974,ACTRESS IN A SUPPORTING ROLE,False,Valentina Cortese
1974,ACTRESS IN A SUPPORTING ROLE,False,Madeline Kahn
1974,ACTRESS IN A SUPPORTING ROLE,False,Diane Ladd
1974,ACTRESS IN A SUPPORTING ROLE,False,Talia Shire
1975,ACTOR,False,Walter Matthau
1975,ACTOR,True,Jack Nicholson
1975,ACTOR,False,Al Pacino
1975,ACTOR,False,Maximilian Schell
1975,ACTOR,False,James Whitmore
1975,ACTOR IN A SUPPORTING ROLE,True,George Burns
1975,ACTOR IN A SUPPORTING ROLE,False,Brad Dourif
1975,ACTOR IN A SUPPORTING ROLE,False,Burgess Meredith
1975,ACTOR IN A SUPPORTING ROLE,False,Chris Sarandon
1975,ACTOR IN A SUPPORTING ROLE,False,Jack Warden
1975,ACTRESS,False,Isabelle Adjani
1975,ACTRESS,False,Ann-Margret
1975,ACTRESS,True,Louise Fletcher
1975,ACTRESS,False,Glenda Jackson
1975,ACTRESS,False,Carol Kane
1975,ACTRESS IN A SUPPORTING ROLE,False,Ronee Blakley
1975,ACTRESS IN A SUPPORTING ROLE,True,Lee Grant
1975,ACTRESS IN A SUPPORTING ROLE,False,Sylvia Miles
1975,ACTRESS IN A SUPPORTING ROLE,False,Lily Tomlin
1975,ACTRESS IN A SUPPORTING ROLE,False,Brenda Vaccaro
1976,ACTOR IN A LEADING ROLE,False,Robert De Niro
1976,ACTOR IN A LEADING ROLE,True,Peter Finch
1976,ACTOR IN A LEADING ROLE,False,Giancarlo Giannini
1976,ACTOR IN A LEADING ROLE,False,William Holden
1976,ACTOR IN A LEADING ROLE,False,Sylvester Stallone
1976,ACTOR IN A SUPPORTING ROLE,False,Ned Beatty
1976,ACTOR IN A SUPPORTING ROLE,False,Burgess Meredith
1976,ACTOR IN A SUPPORTING ROLE,False,Laurence Olivier
1976,ACTOR IN A SUPPORTING ROLE,True,Jason Robards
1976,ACTOR IN A SUPPORTING ROLE,False,Burt Young
1976,ACTRESS IN A LEADING ROLE,False,Marie-Christine Barrault
1976,ACTRESS IN A LEADING ROLE,True,Faye Dunaway
1976,ACTRESS IN A LEADING ROLE,False,Talia Shire
1976,ACTRESS IN A LEADING ROLE,False,Sissy Spacek
1976,ACTRESS IN A LEADING ROLE,False,Liv Ullmann
1976,ACTRESS IN A SUPPORTING ROLE,False,Jane Alexander
1976,ACTRESS IN A SUPPORTING ROLE,False,Jodie Foster
1976,ACTRESS IN A SUPPORTING ROLE,False,Lee Grant
1976,ACTRESS IN A SUPPORTING ROLE,False,Piper Laurie
1976,ACTRESS IN A SUPPORTING ROLE,True,Beatrice Straight
1977,ACTOR IN A LEADING ROLE,False,Woody Allen
1977,ACTOR IN A LEADING ROLE,False,Richard Burton
1977,ACTOR IN A LEADING ROLE,True,Richard Dreyfuss
1977,ACTOR IN A LEADING ROLE,False,Marcello Mastroianni
1977,ACTOR IN A LEADING ROLE,False,John Travolta
1977,ACTOR IN A SUPPORTING ROLE,False,Mikhail Baryshnikov
1977,ACTOR IN A SUPPORTING ROLE,False,Peter Firth
1977,ACTOR IN A SUPPORTING ROLE,False,Alec Guinness
1977,ACTOR IN A SUPPORTING ROLE,True,Jason Robards
1977,ACTOR IN A SUPPORTING ROLE,False,Maximilian Schell
1977,ACTRESS IN A LEADING ROLE,False,Anne Bancroft
1977,ACTRESS IN A LEADING ROLE,False,Jane Fonda
1977,ACTRESS IN A LEADING ROLE,True,Diane Keaton
1977,ACTRESS IN A LEADING ROLE,False,Shirley MacLaine
1977,ACTRESS IN A LEADING ROLE,False,Marsha Mason
1977,ACTRESS IN A SUPPORTING ROLE,False,Leslie Browne
1977,ACTRESS IN A SUPPORTING ROLE,False,Quinn Cummings
1977,ACTRESS IN A SUPPORTING ROLE,False,Melinda Dillon
1977,ACTRESS IN A SUPPORTING ROLE,True,Vanessa Redgrave
1977,ACTRESS IN A SUPPORTING ROLE,False,Tuesday Weld
1978,ACTOR IN A LEADING ROLE,False,Warren Beatty
1978,ACTOR IN A LEADING ROLE,False,Gary Busey
1978,ACTOR IN A LEADING ROLE,False,Robert De Niro
1978,ACTOR IN A LEADING ROLE,False,Laurence Olivier
1978,ACTOR IN A LEADING ROLE,True,Jon Voight
1978,ACTOR IN A SUPPORTING ROLE,False,Bruce Dern
1978,ACTOR IN A SUPPORTING ROLE,False,Richard Farnsworth
1978,ACTOR IN A SUPPORTING ROLE,False,John Hurt
1978,ACTOR IN A SUPPORTING ROLE,True,Christopher Walken
1978,ACTOR IN A SUPPORTING ROLE,False,Jack Warden
1978,ACTRESS IN A LEADING ROLE,False,Ingrid Bergman
1978,ACTRESS IN A LEADING ROLE,False,Ellen Burstyn
1978,ACTRESS IN A LEADING ROLE,False,Jill Clayburgh
1978,ACTRESS IN A LEADING ROLE,True,Jane Fonda
1978,ACTRESS IN A LEADING ROLE,False,Geraldine Page
1978,ACTRESS IN A SUPPORTING ROLE,False,Dyan Cannon
1978,ACTRESS IN A SUPPORTING ROLE,False,Penelope Milford
1978,ACTRESS IN A SUPPORTING ROLE,True,Maggie Smith
1978,ACTRESS IN A SUPPORTING ROLE,False,Maureen Stapleton
1978,ACTRESS IN A SUPPORTING ROLE,False,Meryl Streep
1979,ACTOR IN A LEADING ROLE,True,Dustin Hoffman
1979,ACTOR IN A LEADING ROLE,False,Jack Lemmon
1979,ACTOR IN A LEADING ROLE,False,Al Pacino
1979,ACTOR IN A LEADING ROLE,False,Roy Scheider
1979,ACTOR IN A LEADING ROLE,False,Peter Sellers
1979,ACTOR IN A SUPPORTING ROLE,True,Melvyn Douglas
1979,ACTOR IN A SUPPORTING ROLE,False,Robert Duvall
1979,ACTOR IN A SUPPORTING ROLE,False,Frederic Forrest
1979,ACTOR IN A SUPPORTING ROLE,False,Justin Henry
1979,ACTOR IN A SUPPORTING ROLE,False,Mickey Rooney
1979,ACTRESS IN A LEADING ROLE,False,Jill Clayburgh
1979,ACTRESS IN A LEADING ROLE,True,Sally Field
1979,ACTRESS IN A LEADING ROLE,False,Jane Fonda
1979,ACTRESS IN A LEADING ROLE,False,Marsha Mason
1979,ACTRESS IN A LEADING ROLE,False,Bette Midler
1979,ACTRESS IN A SUPPORTING ROLE,False,Jane Alexander
1979,ACTRESS IN A SUPPORTING ROLE,False,Barbara Barrie
1979,ACTRESS IN A SUPPORTING ROLE,False,Candice Bergen
1979,ACTRESS IN A SUPPORTING ROLE,False,Mariel Hemingway
1979,ACTRESS IN A SUPPORTING ROLE,True,Meryl Streep
1980,ACTOR IN A LEADING ROLE,True,Robert De Niro
1980,ACTOR IN A LEADING ROLE,False,Robert Duvall
1980,ACTOR IN A LEADING ROLE,False,John Hurt
1980,ACTOR IN A LEADING ROLE,False,Jack Lemmon
1980,ACTOR IN A LEADING ROLE,False,Peter O'Toole
1980,ACTOR IN A SUPPORTING ROLE,False,Judd Hirsch
1980,ACTOR IN A SUPPORTING ROLE,True,Timothy Hutton
1980,ACTOR IN A SUPPORTING ROLE,False,Michael O'Keefe
1980,ACTOR IN A SUPPORTING ROLE,False,Joe Pesci
1980,ACTOR IN A SUPPORTING ROLE,False,Jason Robards
1980,ACTRESS IN A LEADING ROLE,False,Ellen Burstyn
1980,ACTRESS IN A LEADING ROLE,False,Goldie Hawn
1980,ACTRESS IN A LEADING ROLE,False,Mary Tyler Moore
1980,ACTRESS IN A LEADING ROLE,False,Gena Rowlands
1980,ACTRESS IN A LEADING ROLE,True,Sissy Spacek
1980,ACTRESS IN A SUPPORTING ROLE,False,Eileen Brennan
1980,ACTRESS IN A SUPPORTING ROLE,False,Eva Le Gallienne
1980,ACTRESS IN A SUPPORTING ROLE,False,Cathy Moriarty
1980,ACTRESS IN A SUPPORTING ROLE,False,Diana Scarwid
1980,ACTRESS IN A SUPPORTING ROLE,True,Mary Steenburgen
1981,ACTOR IN A LEADING ROLE,False,Warren Beatty
1981,ACTOR IN A LEADING ROLE,True,Henry Fonda
1981,ACTOR IN A LEADING ROLE,False,Burt Lancaster
1981,ACTOR IN A LEADING ROLE,False,Dudley Moore
1981,ACTOR IN A LEADING ROLE,False,Paul Newman
1981,ACTOR IN A SUPPORTING ROLE,False,James Coco
1981,ACTOR IN A SUPPORTING ROLE,True,John Gielgud
1981,ACTOR IN A SUPPORTING ROLE,False,Ian Holm
1981,ACTOR IN A SUPPORTING ROLE,False,Jack Nicholson
1981,ACTOR IN A SUPPORTING ROLE,False,"Howard E. Rollins, Jr."
1981,ACTRESS IN A LEADING ROLE,True,Katharine Hepburn
1981,ACTRESS IN A LEADING ROLE,False,Diane Keaton
1981,ACTRESS IN A LEADING ROLE,False,Marsha Mason
1981,ACTRESS IN A LEADING ROLE,False,Susan Sarandon
1981,ACTRESS IN A LEADING ROLE,False,Meryl Streep
1981,ACTRESS IN A SUPPORTING ROLE,False,Melinda Dillon
1981,ACTRESS IN A SUPPORTING ROLE,False,Jane Fonda
1981,ACTRESS IN A SUPPORTING ROLE,False,Joan Hackett
1981,ACTRESS IN A SUPPORTING ROLE,False,Elizabeth McGovern
1981,ACTRESS IN A SUPPORTING ROLE,True,Maureen Stapleton
1982,ACTOR IN A LEADING ROLE,False,Dustin Hoffman
1982,ACTOR IN A LEADING ROLE,True,Ben Kingsley
1982,ACTOR IN A LEADING ROLE,False,Jack Lemmon
1982,ACTOR IN A LEADING ROLE,False,Paul Newman
1982,ACTOR IN A LEADING ROLE,False,Peter O'Toole
1982,ACTOR IN A SUPPORTING ROLE,False,Charles Durning
1982,ACTOR IN A SUPPORTING ROLE,True,"Louis Gossett, Jr."
1982,ACTOR IN A SUPPORTING ROLE,False,John Lithgow
1982,ACTOR IN A SUPPORTING ROLE,False,James Mason
1982,ACTOR IN A SUPPORTING ROLE,False,Robert Preston
1982,ACTRESS IN A LEADING ROLE,False,Julie Andrews
1982,ACTRESS IN A LEADING ROLE,False,Jessica Lange
1982,ACTRESS IN A LEADING ROLE,False,Sissy Spacek
1982,ACTRESS IN A LEADING ROLE,True,Meryl Streep
1982,ACTRESS IN A LEADING ROLE,False,Debra Winger
1982,ACTRESS IN A SUPPORTING ROLE,False,Glenn Close
1982,ACTRESS IN A SUPPORTING ROLE,False,Teri Garr
1982,ACTRESS IN A SUPPORTING ROLE,True,Jessica Lange
1982,ACTRESS IN A SUPPORTING ROLE,False,Kim Stanley
1982,ACTRESS IN A SUPPORTING ROLE,False,Lesley Ann Warren
1983,ACTOR IN A LEADING ROLE,False,Michael Caine
1983,ACTOR IN A LEADING ROLE,False,Tom Conti
1983,ACTOR IN A LEADING ROLE,False,Tom Courtenay
1983,ACTOR IN A LEADING ROLE,True,Robert Duvall
1983,ACTOR IN A LEADING ROLE,False,Albert Finney
1983,ACTOR IN A SUPPORTING ROLE,False,Charles Durning
1983,ACTOR IN A SUPPORTING ROLE,False,John Lithgow
1983,ACTOR IN A SUPPORTING ROLE,True,Jack Nicholson
1983,ACTOR IN A SUPPORTING ROLE,False,Sam Shepard
1983,ACTOR IN A SUPPORTING ROLE,False,Rip Torn
1983,ACTRESS IN A LEADING ROLE,False,Jane Alexander
1983,ACTRESS IN A LEADING ROLE,True,Shirley MacLaine
1983,ACTRESS IN A LEADING ROLE,False,Meryl Streep
1983,ACTRESS IN A LEADING ROLE,False,Julie Walters
1983,ACTRESS IN A LEADING ROLE,False,Debra Winger
1983,ACTRESS IN A SUPPORTING ROLE,False,Cher
1983,ACTRESS IN A SUPPORTING ROLE,False,Glenn Close
1983,ACTRESS IN A SUPPORTING ROLE,True,Linda Hunt
